study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
SRP044763	SRX660336	GSM1443863: RB-_RNA-seq_rep2; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665335	GSM1443863	Illumina HiSeq 2000	30515347	1407110200	SRR1523611	30515347	1525767350
SRP044763	SRX660335	GSM1443862: P300-_RNA-seq_rep2; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665334	GSM1443862	Illumina HiSeq 2000	28850746	1324557634	SRR1523602	28850746	1442537300
SRP044763	SRX660334	GSM1443861: e1awt_RNA-seq_rep2; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665333	GSM1443861	Illumina HiSeq 2000	28248028	1302972349	SRR1523610	28248028	1412401400
SRP044763	SRX660333	GSM1443860: dl312_RNA-seq_rep2; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665332	GSM1443860	Illumina HiSeq 2000	32909164	1518265119	SRR1523609	32909164	1645458200
SRP044763	SRX660332	GSM1443859: mock_RNA-seq_rep2; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665331	GSM1443859	Illumina HiSeq 2000	28225167	1303936626	SRR1523608	28225167	1411258350
SRP044763	SRX660331	GSM1443858: RB-_RNA-seq_rep1; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665330	GSM1443858	Illumina HiSeq 2000	41207097	1918325416	SRR1523607	41207097	2060354850
SRP044763	SRX660330	GSM1443857: P300-_RNA-seq_rep1; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665329	GSM1443857	Illumina HiSeq 2000	40193593	1876729311	SRR1523606	40193593	2009679650
SRP044763	SRX660329	GSM1443856: e1awt_RNA-seq_rep1; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665328	GSM1443856	Illumina HiSeq 2000	38170243	1774286337	SRR1523605	38170243	1908512150
SRP044763	SRX660328	GSM1443855: dl312_RNA-seq_rep1; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665327	GSM1443855	Illumina HiSeq 2000	46167724	2152576753	SRR1523604	46167724	2308386200
SRP044763	SRX660327	GSM1443854: mock_RNA-seq_rep1; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS665326	GSM1443854	Illumina HiSeq 2000	38922982	1814699755	SRR1523603	38922982	1946149100
SRP035638	SRX447606	GSM1313964: Small RNA deep sequencing of mock-infected KMB17 cells 21 days post-infection; Homo sapiens; RNA-Seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	size fractionation	SRS543452	GSM1313964	Illumina HiSeq 2000	22743894	266522951	SRR1141246	10383047	373789692
SRP035638	SRX447605	GSM1313963: Small RNA deep sequencing of KMB17 cells infected with human hepatitis A virus 21 days post-infection; Homo sapiens; Hepatovirus A; RNA-Seq	12092	Hepatovirus A	RNA-Seq	TRANSCRIPTOMIC	size fractionation	SRS543451	GSM1313963	Illumina HiSeq 2000	14282291	357208783	SRR1141245	14282291	514162476
SRP029514	SRX344574	GSM1223902: L1-TIVE; Human gammaherpesvirus 8; OTHER	37296	Human gammaherpesvirus 8	OTHER	GENOMIC	other	SRS476441	GSM1223902	Illumina HiSeq 2000	79435320	1294274741	SRR965336	40286874	2014343700
SRP029514	SRX344573	GSM1223901: KSHV-HUVEC; Human gammaherpesvirus 8; OTHER	37296	Human gammaherpesvirus 8	OTHER	GENOMIC	other	SRS476440	GSM1223901	Illumina HiSeq 2000	72447917	1043576461	SRR965334	32624089	1631204450
SRP029514	SRX344572	GSM1223900: KSHV-BJAB; Human gammaherpesvirus 8; OTHER	37296	Human gammaherpesvirus 8	OTHER	GENOMIC	other	SRS476439	GSM1223900	Illumina HiSeq 2000	9961339	146487534	SRR965332	5240641	262032050
SRP029514	SRX344571	GSM1223899: BCBL1; Human gammaherpesvirus 8; OTHER	37296	Human gammaherpesvirus 8	OTHER	GENOMIC	other	SRS476438	GSM1223899	Illumina Genome Analyzer IIx	31312380	135635989	SRR965330	4328469	216423450
SRP029514	SRX344570	GSM1223898: BC1; Human gammaherpesvirus 8; OTHER	37296	Human gammaherpesvirus 8	OTHER	GENOMIC	other	SRS476436	GSM1223898	Illumina HiSeq 2000	9023981	130432765	SRR965328	4527120	226356000
SRP023116	SRX331665	GSM1200276: scRRBS_Negative_Control3; Escherichia virus Lambda; Bisulfite-Seq	10710	Lambdavirus lambda	Bisulfite-Seq	GENOMIC	Reduced Representation	SRS467206	GSM1200276	Illumina HiSeq 2000	4584465	323636324	SRR947919	4584465	463030965
SRP023116	SRX331664	GSM1200275: scRRBS_Negative_Control2; Escherichia virus Lambda; Bisulfite-Seq	10710	Lambdavirus lambda	Bisulfite-Seq	GENOMIC	Reduced Representation	SRS467205	GSM1200275	Illumina HiSeq 2000	5109251	387434729	SRR947918	5109251	516034351
SRP023116	SRX331663	GSM1200274: scRRBS_Negative_Control1; Escherichia virus Lambda; Bisulfite-Seq	10710	Lambdavirus lambda	Bisulfite-Seq	GENOMIC	Reduced Representation	SRS467204	GSM1200274	Illumina HiSeq 2000	3547282	260505602	SRR947917	3547282	358275482
SRP023634	SRX290878	GSM1153766: EBNA 3 ChIP-seq; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS431993	GSM1153766	Illumina Genome Analyzer IIx	52223959	1094496271	SRR873825	52223959	1880062524
SRP023634	SRX290877	GSM1153765: EBNA 2 ChIP-seq ; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS431992	GSM1153765	Illumina Genome Analyzer IIx	59748690	1291316189	SRR873824	59748690	2150952840
SRP023634	SRX290876	GSM1153764: input DNA; Homo sapiens; ChIP-Seq	9606	Homo sapiens	ChIP-Seq	GENOMIC	ChIP	SRS431991	GSM1153764	Illumina Genome Analyzer IIx	59219584	1274173897	SRR873823	59219584	2131905024
SRP111068	SRX5547911	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513502	HP63F10	Illumina MiSeq	529250	155232195	SRR8757190	529250	267271250
SRP111068	SRX5547910	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513501	HP61C11	Illumina MiSeq	480851	141415297	SRR8757191	480851	242829755
SRP111068	SRX5547909	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513500	HP51D11	Illumina MiSeq	208280	53969585	SRR8757192	208280	105181400
SRP111068	SRX5547908	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513499	HP49H10	Illumina MiSeq	156081	40935998	SRR8757193	156081	78820905
SRP111068	SRX5547907	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513498	HP10H9	Illumina MiSeq	398150	108446236	SRR8757194	398150	201065750
SRP111068	SRX5547906	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513497	HP100E10	Illumina MiSeq	634500	191156939	SRR8757195	634500	320422500
SRP111068	SRX5547905	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513496	HP73F12	Illumina MiSeq	1125802	354902126	SRR8757196	1125802	675481200
SRP111068	SRX5547904	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513496	HP73F12	Illumina MiSeq	560762	105162351	SRR8757197	560762	280381000
SRP111068	SRX5547903	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513495	HP81D12	Illumina MiSeq	301182	90960994	SRR8757198	301182	152096910
SRP111068	SRX5547902	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513494	HP69A10	Illumina MiSeq	616390	178639945	SRR8757199	616390	311276950
SRP111068	SRX5547901	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513493	HP43E10	Illumina MiSeq	582174	219693457	SRR8757200	582174	349304400
SRP111068	SRX5547900	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513493	HP43E10	Illumina MiSeq	433216	103022874	SRR8757201	433216	216608000
SRP111068	SRX5547899	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513492	HP46B12	Illumina MiSeq	227917	53302546	SRR8757202	227917	136750200
SRP111068	SRX5547898	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513492	HP46B12	Illumina MiSeq	648383	159932634	SRR8757203	648383	324191500
SRP111068	SRX5547897	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513491	HP10A10	Illumina MiSeq	384359	105301860	SRR8757204	384359	194101295
SRP111068	SRX5547896	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513491	HP10A10	Illumina MiSeq	644389	154882978	SRR8757205	644389	322194500
SRP111068	SRX5547895	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513490	HP15A11	Illumina MiSeq	415266	98377101	SRR8757206	415266	209709330
SRP111068	SRX5547894	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513490	HP15A11	Illumina MiSeq	517310	104228985	SRR8757207	517310	258655000
SRP111068	SRX5547893	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513489	HP71B11	Illumina MiSeq	482904	183415629	SRR8757208	482904	289742400
SRP111068	SRX5547892	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513489	HP71B11	Illumina MiSeq	603522	130489046	SRR8757209	603522	301761000
SRP111068	SRX5547891	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513488	HP23A7	Illumina MiSeq	358767	126594447	SRR8757210	358767	215260200
SRP111068	SRX5547890	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513487	HP2C10	Illumina MiSeq	104941	23083110	SRR8757211	104941	62964600
SRP111068	SRX5547889	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513486	HP12H12	Illumina MiSeq	768755	288126799	SRR8757212	768755	461253000
SRP111068	SRX5547888	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513485	HP1F1	Illumina MiSeq	636796	244020944	SRR8757213	636796	382077600
SRP111068	SRX5547887	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513484	HP12F5	Illumina MiSeq	178733	39344794	SRR8757214	178733	107239800
SRP111068	SRX5547886	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513483	HP12G6	Illumina MiSeq	423580	159769974	SRR8757215	423580	254148000
SRP111068	SRX5547885	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513482	HP96H12	Illumina MiSeq	421460	120672078	SRR8757216	421460	212837300
SRP111068	SRX5547884	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513481	HP104C1	Illumina MiSeq	7901	2709311	SRR8757217	7901	4740600
SRP111068	SRX5547883	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513480	HP91B10	Illumina MiSeq	310056	95494408	SRR8757218	310056	156578280
SRP111068	SRX5547882	DNA seq of human clinical sample	32603	Human betaherpesvirus 6A	WGS	GENOMIC	unspecified	SRS4513479	HP94B11	Illumina MiSeq	281785	81654063	SRR8757219	281785	142301425
SRP111068	SRX5547881	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513478	HP6G12	Illumina MiSeq	197443	38930251	SRR8757220	197443	118465800
SRP111068	SRX5547880	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513477	HP5E3	Illumina MiSeq	287091	109744316	SRR8757221	287091	172254600
SRP111068	SRX5547879	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513476	HP83H7	Illumina MiSeq	528775	122189421	SRR8757222	528775	317265000
SRP111068	SRX5547878	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513475	HP71F1	Illumina MiSeq	405991	152551224	SRR8757223	405991	243594600
SRP111068	SRX5547877	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513474	HP36C6	Illumina MiSeq	237988	54435212	SRR8757224	237988	142792800
SRP111068	SRX5547876	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513473	HP33A7	Illumina MiSeq	422600	158639197	SRR8757225	422600	253560000
SRP111068	SRX5547875	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513472	HP4C10	Illumina MiSeq	614197	231731718	SRR8757226	614197	368518200
SRP111068	SRX5547874	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4513471	HP40E6	Illumina MiSeq	267381	58584973	SRR8757227	267381	160428600
SRP111068	SRX5540398	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505878	NY-350	Illumina MiSeq	388667	27225246	SRR8749387	388667	69960060
SRP111068	SRX5540397	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505879	NY-351	Illumina MiSeq	666946	42186665	SRR8749388	666946	120050280
SRP111068	SRX5540396	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505854	NY-434	Illumina MiSeq	384525	28146208	SRR8749389	384525	69214500
SRP111068	SRX5540395	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505855	NY-436	Illumina MiSeq	598435	42749481	SRR8749390	598435	107718300
SRP111068	SRX5540394	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505856	NY-40	Illumina MiSeq	1074991	77662166	SRR8749391	1074991	193498380
SRP111068	SRX5540393	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505857	NY-405	Illumina MiSeq	630551	48230580	SRR8749392	630551	113499180
SRP111068	SRX5540392	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505880	NY-309	Illumina MiSeq	333269	23527104	SRR8749393	333269	59988420
SRP111068	SRX5540391	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505881	NY-310	Illumina MiSeq	257559	17080265	SRR8749394	257559	46360620
SRP111068	SRX5540390	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505882	NY-317	Illumina MiSeq	363550	22059793	SRR8749395	363550	65439000
SRP111068	SRX5540389	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505883	NY-319	Illumina MiSeq	226775	14150726	SRR8749396	226775	40819500
SRP111068	SRX5540388	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505884	NY-32	Illumina MiSeq	599973	43631691	SRR8749397	599973	107995140
SRP111068	SRX5540387	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505885	NY-332	Illumina MiSeq	249557	15968886	SRR8749398	249557	44920260
SRP111068	SRX5540386	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505886	NY-335	Illumina MiSeq	389635	27397840	SRR8749399	389635	70134300
SRP111068	SRX5540385	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505887	NY-338	Illumina MiSeq	246921	18446320	SRR8749400	246921	44445780
SRP111068	SRX5540384	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505868	NY-275	Illumina MiSeq	494516	32995225	SRR8749401	494516	89012880
SRP111068	SRX5540383	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505869	NY-306	Illumina MiSeq	504566	37826027	SRR8749402	504566	90821880
SRP111068	SRX5540382	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505876	NY-214	Illumina MiSeq	485673	35112414	SRR8749403	485673	87421140
SRP111068	SRX5540381	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505877	NY-233	Illumina MiSeq	314183	22015129	SRR8749404	314183	56552940
SRP111068	SRX5540380	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505874	NY-236	Illumina MiSeq	583384	40008262	SRR8749405	583384	105009120
SRP111068	SRX5540379	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505875	NY-241	Illumina MiSeq	402295	28536511	SRR8749406	402295	72413100
SRP111068	SRX5540378	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505872	NY-104	Illumina MiSeq	855774	63879798	SRR8749407	855774	154039320
SRP111068	SRX5540377	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505873	NY-129	Illumina MiSeq	825821	57802418	SRR8749408	825821	148647780
SRP111068	SRX5540376	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505870	NY-144	Illumina MiSeq	978510	66425577	SRR8749409	978510	176131800
SRP111068	SRX5540375	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505871	NY-200	Illumina MiSeq	783817	53108045	SRR8749410	783817	141087060
SRP111068	SRX5540374	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505862	NY-390	Illumina MiSeq	227706	17950842	SRR8749411	227706	40987080
SRP111068	SRX5540373	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505863	NY-380	Illumina MiSeq	203634	16344573	SRR8749412	203634	36654120
SRP111068	SRX5540372	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505864	NY-394	Illumina MiSeq	88256	6997633	SRR8749413	88256	15886080
SRP111068	SRX5540371	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505865	NY-393	Illumina MiSeq	361439	28353416	SRR8749414	361439	65059020
SRP111068	SRX5540370	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505858	NY-357	Illumina MiSeq	471854	33253827	SRR8749415	471854	84933720
SRP111068	SRX5540369	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505859	NY-353	Illumina MiSeq	762698	50677753	SRR8749416	762698	137285640
SRP111068	SRX5540368	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505860	NY-379	Illumina MiSeq	178734	14243001	SRR8749417	178734	32172120
SRP111068	SRX5540367	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505861	NY-373	Illumina MiSeq	448727	35392885	SRR8749418	448727	80770860
SRP111068	SRX5540366	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505866	NY-399	Illumina MiSeq	439214	33619510	SRR8749419	439214	79058520
SRP111068	SRX5540365	DNA seq of human  clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505867	NY-397	Illumina MiSeq	238078	19087151	SRR8749420	238078	42854040
SRP111068	SRX5540129	DNA seq of human clinical sample	32604	Human betaherpesvirus 6B	WGS	GENOMIC	unspecified	SRS4505887	NY-338	Illumina MiSeq	2013	720996	SRR8749118	2013	1006500
